material,angle_deg,window,mask,frequency_per_cm_inv,q_axis_um,amplitude
SiC,10,W1,raw,0.0410036978531206,205.018489265603,317.3078300359068
SiC,10,W1,raw,0.04200378804466012,210.0189402233006,340.5716418880848
SiC,10,W1,raw,0.04300387823619965,215.01939118099827,328.3186831762352
SiC,10,W1,raw,0.04400396842773918,220.0198421386959,292.6929309692529
SiC,10,W1,raw,0.045004058619278704,225.02029309639352,268.70869327703883
SiC,10,W1,raw,0.046004148810818234,230.02074405409118,277.491309848279
SiC,10,W1,raw,0.047004239002357756,235.0211950117888,296.18775858469917
SiC,10,W1,raw,0.048004329193897285,240.02164596948643,299.499524119065
SiC,10,W1,raw,0.049004419385436815,245.02209692718407,281.73383033788645
SiC,10,W1,raw,0.05000450957697634,250.02254788488167,255.03856028252216
SiC,10,W1,raw,0.05100459976851587,255.02299884257934,243.26776866670917
SiC,10,W1,raw,0.05200468996005539,260.0234498002769,251.8830478973012
SiC,10,W1,raw,0.05300478015159492,265.0239007579746,262.6352301564506
SiC,10,W1,raw,0.05400487034313445,270.02435171567225,258.433591951118
SiC,10,W1,raw,0.05500496053467397,275.02480267336983,237.14994876246712
SiC,10,W1,raw,0.0560050507262135,280.02525363106747,214.99115595484548
SiC,10,W1,raw,0.05700514091775303,285.02570458876517,212.4047059122312
SiC,10,W1,raw,0.05800523110929255,290.02615554646275,223.5862224704047
SiC,10,W1,raw,0.05900532130083208,295.0266065041604,225.78827419836736
SiC,10,W1,raw,0.06000541149237161,300.0270574618581,210.68864343847252
SiC,10,W1,raw,0.06100550168391113,305.02750841955566,187.87458258130752
SiC,10,W1,raw,0.06200559187545066,310.0279593772533,176.26536501208517
SiC,10,W1,raw,0.06300568206699018,315.02841033495093,182.09101832247106
SiC,10,W1,raw,0.06400577225852971,320.02886129264857,186.3784224891
SiC,10,W1,raw,0.06500586245006924,325.0293122503462,180.73755155164616
SiC,10,W1,raw,0.06600595264160877,330.02976320804385,166.23691097124026
SiC,10,W1,raw,0.06700604283314829,335.0302141657414,152.42702122207714
SiC,10,W1,raw,0.06800613302468782,340.03066512343906,147.82687963599403
SiC,10,W1,raw,0.06900622321622735,345.03111608113676,150.73839370708387
SiC,10,W1,raw,0.07000631340776688,350.0315670388344,152.04039646510006
SiC,10,W1,raw,0.0710064035993064,355.03201799653203,144.90215567791125
SiC,10,W1,raw,0.07200649379084592,360.0324689542296,132.39091173019153
SiC,10,W1,raw,0.07300658398238545,365.03291991192725,122.3961542869683
SiC,10,W1,raw,0.07400667417392498,370.0333708696249,119.38901628479674
SiC,10,W1,raw,0.07500676436546451,375.0338218273225,121.93203339370693
SiC,10,W1,raw,0.07600685455700404,380.0342727850202,122.93507823794815
SiC,10,W1,raw,0.07700694474854357,385.03472374271786,116.19561103960848
SiC,10,W1,raw,0.07800703494008308,390.03517470041544,103.51396287619481
SiC,10,W1,raw,0.07900712513162261,395.0356256581131,94.2588255988348
SiC,10,W1,raw,0.08000721532316214,400.0360766158107,93.92076459112361
SiC,10,W1,raw,0.08100730551470167,405.03652757350835,97.33406621748102
SiC,10,W1,raw,0.0820073957062412,410.036978531206,93.09004984523713
SiC,10,W1,raw,0.08300748589778072,415.03742948890357,83.34910529669291
SiC,10,W1,raw,0.08400757608932025,420.0378804466012,73.4898443977942
SiC,10,W1,raw,0.08500766628085978,425.0383314042989,69.70994720265129
SiC,10,W1,raw,0.0860077564723993,430.03878236199654,71.6419525796254
SiC,10,W1,raw,0.08700784666393883,435.0392333196942,71.2803422837408
SiC,10,W1,raw,0.08800793685547836,440.0396842773918,64.96521795225357
SiC,10,W1,raw,0.08900802704701788,445.0401352350894,56.43698344870684
SiC,10,W1,raw,0.09000811723855741,450.04058619278703,49.40859421436294
SiC,10,W1,raw,0.09100820743009694,455.04103715048467,46.78980207893641
SiC,10,W1,raw,0.09200829762163647,460.04148810818236,46.04254010393724
SiC,10,W1,raw,0.093008387813176,465.04193906588,44.66862636655761
SiC,10,W1,raw,0.09400847800471551,470.0423900235776,39.748670851966985
SiC,10,W1,raw,0.09500856819625504,475.0428409812752,33.42227508610164
SiC,10,W1,raw,0.09600865838779457,480.04329193897286,28.825867945794787
SiC,10,W1,raw,0.0970087485793341,485.0437428966705,28.41990888192368
SiC,10,W1,raw,0.09800883877087363,490.04419385436813,27.40150970961018
SiC,10,W1,raw,0.09900892896241315,495.0446448120657,25.131319658198365
SiC,10,W1,raw,0.10000901915395267,500.04509576976335,22.12121132200113
SiC,10,W1,raw,0.1010091093454922,505.04554672746104,17.803081190205127
SiC,10,W1,raw,0.10200919953703173,510.0459976851587,15.8754043133085
SiC,10,W1,raw,0.10300928972857126,515.0464486428563,17.37111775497034
SiC,10,W1,raw,0.10400937992011078,520.0468996005538,18.98274686883112
SiC,10,W1,raw,0.10500947011165031,525.0473505582515,15.62143311850453
SiC,10,W1,raw,0.10600956030318984,530.0478015159492,12.144525220724214
SiC,10,W1,raw,0.10700965049472937,535.0482524736468,9.479338363202222
SiC,10,W1,raw,0.1080097406862689,540.0487034313445,9.788356940525505
SiC,10,W1,raw,0.10900983087780843,545.0491543890421,11.143060112772158
SiC,10,W1,raw,0.11000992106934794,550.0496053467397,10.837656703537647
SiC,10,W1,raw,0.11101001126088747,555.0500563044374,8.559349622664449
SiC,10,W1,raw,0.112010101452427,560.0505072621349,6.0208790425080725
SiC,10,W1,raw,0.11301019164396653,565.0509582198326,5.547909023424234
SiC,10,W1,raw,0.11401028183550606,570.0514091775303,6.919911676151768
SiC,10,W1,raw,0.11501037202704557,575.0518601352279,6.614163956022273
SiC,10,W1,raw,0.1160104622185851,580.0523110929255,5.00798790612848
SiC,10,W1,raw,0.11701055241012463,585.0527620506232,3.470259628982043
SiC,10,W1,raw,0.11801064260166416,590.0532130083208,4.737964582171645
SiC,10,W1,raw,0.11901073279320369,595.0536639660185,5.717026502020643
SiC,10,W1,raw,0.12001082298474322,600.0541149237162,6.479972043117301
SiC,10,W1,raw,0.12101091317628274,605.0545658814137,5.68421219889373
SiC,10,W1,raw,0.12201100336782227,610.0550168391113,4.540564492648733
SiC,10,W1,raw,0.1230110935593618,615.055467796809,5.127950374898949
SiC,10,W1,raw,0.12401118375090132,620.0559187545066,6.795482799390226
SiC,10,W1,raw,0.12501127394244085,625.0563697122043,7.060129970369418
SiC,10,W1,raw,0.12601136413398037,630.0568206699019,6.803585106822057
SiC,10,W1,raw,0.1270114543255199,635.0572716275996,6.477156252968951
SiC,10,W1,raw,0.12801154451705943,640.0577225852971,6.321220173876002
SiC,10,W1,raw,0.12901163470859894,645.0581735429947,6.432769134923481
SiC,10,W1,raw,0.1300117249001385,650.0586245006924,7.059157023233451
SiC,10,W1,raw,0.131011815091678,655.05907545839,7.552419068428187
SiC,10,W1,raw,0.13201190528321755,660.0595264160877,6.994897272427883
SiC,10,W1,raw,0.13301199547475706,665.0599773737853,6.304912234528753
SiC,10,W1,raw,0.13401208566629658,670.0604283314829,5.754728386642978
SiC,10,W1,raw,0.13501217585783612,675.0608792891805,6.167439218482996
SiC,10,W1,raw,0.13601226604937564,680.0613302468781,6.410719508368672
SiC,10,W1,raw,0.13701235624091518,685.0617812045759,6.017166504334459
SiC,10,W1,raw,0.1380124464324547,690.0622321622735,5.662638355521011
SiC,10,W1,raw,0.1390125366239942,695.0626831199711,5.0190710450637255
SiC,10,W1,raw,0.14001262681553375,700.0631340776688,4.60494684063987
SiC,10,W1,raw,0.14101271700707327,705.0635850353664,5.298302390156862
SiC,10,W1,raw,0.1420128071986128,710.0640359930641,5.524953090082389
SiC,10,W1,raw,0.14301289739015233,715.0644869507616,5.279067869074184
SiC,10,W1,raw,0.14401298758169184,720.0649379084592,5.091753490999088
SiC,10,W1,raw,0.14501307777323139,725.0653888661569,3.9377001211142924
SiC,10,W1,raw,0.1460131679647709,730.0658398238545,3.7696698573873384
SiC,10,W1,raw,0.14701325815631044,735.0662907815522,4.390050135407497
SiC,10,W1,raw,0.14801334834784996,740.0667417392498,4.62825488898878
SiC,10,W1,raw,0.1490134385393895,745.0671926969475,4.366847650195817
SiC,10,W1,raw,0.15001352873092902,750.067643654645,3.558612521883625
SiC,10,W1,raw,0.15101361892246853,755.0680946123426,3.1778751155540634
SiC,10,W1,raw,0.15201370911400808,760.0685455700404,3.116716492285282
SiC,10,W1,raw,0.1530137993055476,765.0689965277379,2.8988267191331984
SiC,10,W1,raw,0.15401388949708714,770.0694474854357,2.750340135953658
SiC,10,W1,raw,0.15501397968862665,775.0698984431333,2.5989773082185845
SiC,10,W1,raw,0.15601406988016617,780.0703494008309,2.454524360462906
SiC,10,W1,raw,0.1570141600717057,785.0708003585286,2.3873490408440143
SiC,10,W1,raw,0.15801425026324523,790.0712513162262,2.561852188902066
SiC,10,W1,raw,0.15901434045478477,795.0717022739238,2.593269830750099
SiC,10,W1,raw,0.16001443064632428,800.0721532316214,2.2434604139659267
SiC,10,W1,raw,0.1610145208378638,805.072604189319,1.7517763499247494
SiC,10,W1,raw,0.16201461102940334,810.0730551470167,1.5144136017662835
SiC,10,W1,raw,0.16301470122094286,815.0735061047143,1.5073542628313086
SiC,10,W1,raw,0.1640147914124824,820.073957062412,1.4035212182049666
SiC,10,W1,raw,0.16501488160402192,825.0744080201096,1.323031750201449
SiC,10,W1,raw,0.16601497179556143,830.0748589778071,0.9951857653625189
SiC,10,W1,raw,0.16701506198710098,835.0753099355048,1.1743456699757215
SiC,10,W1,raw,0.1680151521786405,840.0757608932024,1.258959535424868
SiC,10,W1,raw,0.16901524237018004,845.0762118509002,1.1446128045039434
SiC,10,W1,raw,0.17001533256171955,850.0766628085978,0.9759100292138377
SiC,10,W1,raw,0.17101542275325907,855.0771137662954,1.0792123078972602
SiC,10,W1,raw,0.1720155129447986,860.0775647239931,1.0785575014485353
SiC,10,W1,raw,0.17301560313633813,865.0780156816907,0.5771210894361788
SiC,10,W1,raw,0.17401569332787767,870.0784666393884,0.682174469682934
SiC,10,W1,raw,0.17501578351941718,875.0789175970859,0.5438699913133561
SiC,10,W1,raw,0.17601587371095673,880.0793685547836,0.44355644560424434
SiC,10,W1,raw,0.17701596390249624,885.0798195124812,0.42971971460400704
SiC,10,W1,raw,0.17801605409403576,890.0802704701788,0.28404482389496966
SiC,10,W1,raw,0.1790161442855753,895.0807214278765,0.12338361829366927
SiC,10,W1,raw,0.18001623447711482,900.0811723855741,0.07164802403358798
SiC,10,W1,raw,0.18101632466865436,905.0816233432718,0.044683730624607
SiC,10,W1,raw,0.18201641486019388,910.0820743009693,0.12409646050437495
SiC,10,W1,raw,0.1830165050517334,915.0825252586669,0.29295149983767754
SiC,10,W1,raw,0.18401659524327293,920.0829762163647,0.4449394482861804
SiC,10,W1,raw,0.18501668543481245,925.0834271740622,0.6090348802539418
SiC,10,W1,raw,0.186016775626352,930.08387813176,0.31073589266483476
SiC,10,W1,raw,0.1870168658178915,935.0843290894576,0.19996533935354738
SiC,10,W1,raw,0.18801695600943102,940.0847800471552,0.2967110655295835
SiC,10,W1,raw,0.18901704620097057,945.0852310048529,0.4476939646553864
SiC,10,W1,raw,0.19001713639251008,950.0856819625504,0.21952743098127586
SiC,10,W1,raw,0.19101722658404963,955.0861329202481,0.2493380274482631
SiC,10,W1,raw,0.19201731677558914,960.0865838779457,0.16837724883995517
SiC,10,W1,raw,0.19301740696712866,965.0870348356433,0.09231326846923671
SiC,10,W1,raw,0.1940174971586682,970.087485793341,0.1903252952507568
SiC,10,W1,raw,0.19501758735020772,975.0879367510386,0.30969120495083113
SiC,10,W1,raw,0.19601767754174726,980.0883877087363,0.4449152988209638
SiC,10,W1,raw,0.19701776773328677,985.0888386664338,0.21956678710980002
SiC,10,W1,raw,0.1980178579248263,990.0892896241314,0.23741516124924378
SiC,10,W1,raw,0.19901794811636583,995.0897405818291,0.3286041320015081
SiC,10,W1,raw,0.20001803830790535,1000.0901915395267,0.23966164230303516
SiC,10,W1,raw,0.2010181284994449,1005.0906424972245,0.17921190244421317
SiC,10,W1,raw,0.2020182186909844,1010.0910934549221,0.19572112174297684
SiC,10,W1,raw,0.20301830888252392,1015.0915444126197,0.37381508452903056
SiC,10,W1,raw,0.20401839907406347,1020.0919953703174,0.19223236074102756
SiC,10,W1,raw,0.20501848926560298,1025.0924463280148,0.21834193851875316
SiC,10,W1,raw,0.20601857945714253,1030.0928972857125,0.22268567331083103
SiC,10,W1,raw,0.20701866964868204,1035.0933482434102,0.17386031879633626
SiC,10,W1,raw,0.20801875984022156,1040.0937992011077,0.24971099038488728
SiC,10,W1,raw,0.2090188500317611,1045.0942501588056,0.39861454636268645
SiC,10,W1,raw,0.21001894022330062,1050.094701116503,0.34326856333348765
SiC,10,W1,raw,0.21101903041484016,1055.0951520742008,0.3577010808399857
SiC,10,W1,raw,0.21201912060637967,1060.0956030318985,0.3270635174999953
SiC,10,W1,raw,0.21301921079791922,1065.0960539895962,0.14893224566212845
SiC,10,W1,raw,0.21401930098945873,1070.0965049472936,0.3114844559878994
SiC,10,W1,raw,0.21501939118099825,1075.0969559049913,0.3891659440172268
SiC,10,W1,raw,0.2160194813725378,1080.097406862689,0.45876353519850904
SiC,10,W1,raw,0.2170195715640773,1085.0978578203865,0.47450706535991866
SiC,10,W1,raw,0.21801966175561685,1090.0983087780842,0.36895682836854005
SiC,10,W1,raw,0.21901975194715637,1095.0987597357819,0.20871748549707128
SiC,10,W1,raw,0.22001984213869588,1100.0992106934793,0.2365258672122936
SiC,10,W1,raw,0.22101993233023542,1105.099661651177,0.22150708550778156
SiC,10,W1,raw,0.22202002252177494,1110.1001126088747,0.1500553748599144
SiC,10,W1,raw,0.22302011271331448,1115.1005635665724,0.32879406729442995
SiC,10,W1,raw,0.224020202904854,1120.1010145242699,0.5933413302426177
SiC,10,W1,raw,0.22502029309639351,1125.1014654819676,0.4067785524917316
SiC,10,W1,raw,0.22602038328793306,1130.1019164396653,0.08944308746998486
SiC,10,W1,raw,0.22702047347947257,1135.102367397363,0.20308062727248385
SiC,10,W1,raw,0.22802056367101212,1140.1028183550607,0.25228969127116496
SiC,10,W1,raw,0.22902065386255163,1145.1032693127581,0.1813676078234397
SiC,10,W1,raw,0.23002074405409115,1150.1037202704558,0.4081638972655297
SiC,10,W1,raw,0.2310208342456307,1155.1041712281535,0.17291052086292186
SiC,10,W1,raw,0.2320209244371702,1160.104622185851,0.13326075741526333
SiC,10,W1,raw,0.23302101462870975,1165.1050731435487,0.31944728365169756
SiC,10,W1,raw,0.23402110482024926,1170.1055241012464,0.25863121231656605
SiC,10,W1,raw,0.23502119501178878,1175.1059750589438,0.20232461745555858
SiC,10,W1,raw,0.23602128520332832,1180.1064260166415,0.38513154567336305
SiC,10,W1,raw,0.23702137539486784,1185.1068769743392,0.27523128532953406
SiC,10,W1,raw,0.23802146558640738,1190.107327932037,0.2380422629610105
SiC,10,W1,raw,0.2390215557779469,1195.1077788897344,0.14478682436733717
SiC,10,W1,raw,0.24002164596948644,1200.1082298474323,0.11943511503881253
SiC,10,W1,raw,0.24102173616102596,1205.1086808051298,0.15761374345642454
SiC,10,W1,raw,0.24202182635256547,1210.1091317628275,0.20524952414331316
SiC,10,W1,raw,0.24302191654410502,1215.1095827205252,0.2636856005378436
SiC,10,W1,raw,0.24402200673564453,1220.1100336782226,0.3166284615124781
SiC,10,W1,raw,0.24502209692718407,1225.1104846359203,0.2803629549878207
SiC,10,W1,raw,0.2460221871187236,1230.110935593618,0.10453276826503397
SiC,10,W1,raw,0.2470222773102631,1235.1113865513155,0.2874448926804204
SiC,10,W1,raw,0.24802236750180265,1240.1118375090132,0.28648417218524785
SiC,10,W1,raw,0.24902245769334216,1245.1122884667109,0.18874937285435237
SiC,10,W1,raw,0.2500225478848817,1250.1127394244086,0.3444626771025764
SiC,10,W1,raw,0.2510226380764212,1255.113190382106,0.3481624344571422
SiC,10,W1,raw,0.25202272826796074,1260.1136413398037,0.23946708451014306
SiC,10,W1,raw,0.25302281845950025,1265.1140922975012,0.2179884147740263
SiC,10,W1,raw,0.2540229086510398,1270.1145432551991,0.22790245891009556
SiC,10,W1,raw,0.25502299884257934,1275.1149942128966,0.0968958986211551
SiC,10,W1,raw,0.25602308903411886,1280.1154451705943,0.09173283391248967
SiC,10,W1,raw,0.25702317922565837,1285.1158961282918,0.03950037834477547
SiC,10,W1,raw,0.2580232694171979,1290.1163470859894,0.1962620242739399
SiC,10,W1,raw,0.25902335960873746,1295.1167980436874,0.08988118460247953
SiC,10,W1,raw,0.260023449800277,1300.1172490013848,0.3119556914235629
SiC,10,W1,raw,0.2610235399918165,1305.1176999590825,0.26817631265112507
SiC,10,W1,raw,0.262023630183356,1310.11815091678,0.06664311472206741
SiC,10,W1,raw,0.2630237203748955,1315.1186018744777,0.19468067428237765
SiC,10,W1,raw,0.2640238105664351,1320.1190528321754,0.28806560663660885
SiC,10,W1,raw,0.2650239007579746,1325.119503789873,0.2330820387594478
SiC,10,W1,raw,0.2660239909495141,1330.1199547475705,0.12290827054690777
SiC,10,W1,raw,0.26702408114105364,1335.1204057052682,0.07558767099656949
SiC,10,W1,raw,0.26802417133259315,1340.1208566629657,0.10068089043726912
SiC,10,W1,raw,0.2690242615241327,1345.1213076206636,0.19100724262369373
SiC,10,W1,raw,0.27002435171567224,1350.121758578361,0.19829268748689285
SiC,10,W1,raw,0.27102444190721175,1355.1222095360588,0.3148260118064531
SiC,10,W1,raw,0.27202453209875127,1360.1226604937563,0.43980883312697777
SiC,10,W1,raw,0.2730246222902908,1365.123111451454,0.3589768723982975
SiC,10,W1,raw,0.27402471248183036,1370.1235624091519,0.27652281176705273
SiC,10,W1,raw,0.2750248026733699,1375.1240133668493,0.287188149179177
SiC,10,W1,raw,0.2760248928649094,1380.124464324547,0.13197053108839532
SiC,10,W1,raw,0.2770249830564489,1385.1249152822445,0.07908780809770104
SiC,10,W1,raw,0.2780250732479884,1390.1253662399422,0.1279809571424114
SiC,10,W1,raw,0.279025163439528,1395.12581719764,0.22859109530204624
SiC,10,W1,raw,0.2800252536310675,1400.1262681553376,0.08803390249683127
SiC,10,W1,raw,0.281025343822607,1405.126719113035,0.08829184613887076
SiC,10,W1,raw,0.28202543401414654,1410.1271700707327,0.3138325968642937
SiC,10,W1,raw,0.28302552420568605,1415.1276210284302,0.36968636268529137
SiC,10,W1,raw,0.2840256143972256,1420.1280719861281,0.2740208347941145
SiC,10,W1,raw,0.28502570458876514,1425.1285229438256,0.19202581245902037
SiC,10,W1,raw,0.28602579478030465,1430.1289739015233,0.2373387795648425
SiC,10,W1,raw,0.28702588497184417,1435.1294248592208,0.2831138586771276
SiC,10,W1,raw,0.2880259751633837,1440.1298758169185,0.18143226440367938
SiC,10,W1,raw,0.28902606535492326,1445.1303267746164,0.3992103675693795
SiC,10,W1,raw,0.29002615554646277,1450.1307777323138,0.5791150998834593
SiC,10,W1,raw,0.2910262457380023,1455.1312286900115,0.36598382433785825
SiC,10,W1,raw,0.2920263359295418,1460.131679647709,0.32499422775344744
SiC,10,W1,raw,0.2930264261210814,1465.132130605407,0.24091067498610014
SiC,10,W1,raw,0.2940265163126209,1470.1325815631044,0.19424289518017654
SiC,10,W1,raw,0.2950266065041604,1475.133032520802,0.4202396788523802
SiC,10,W1,raw,0.2960266966956999,1480.1334834784996,0.40588990967486355
SiC,10,W1,raw,0.29702678688723944,1485.1339344361973,0.3737548299527492
SiC,10,W1,raw,0.298026877078779,1490.134385393895,0.3980841929876381
SiC,10,W1,raw,0.2990269672703185,1495.1348363515926,0.42051324899085035
SiC,10,W1,raw,0.30002705746185804,1500.13528730929,0.26370083632752356
SiC,10,W1,raw,0.30102714765339755,1505.1357382669878,0.17762354523152324
SiC,10,W1,raw,0.30202723784493707,1510.1361892246853,0.38671553525845725
SiC,10,W1,raw,0.30302732803647664,1515.1366401823832,0.25170837831025494
SiC,10,W1,raw,0.30402741822801616,1520.1370911400809,0.37964302636187724
SiC,10,W1,raw,0.30502750841955567,1525.1375420977784,0.4272498309599829
SiC,10,W1,raw,0.3060275986110952,1530.1379930554758,0.08495290932406806
SiC,10,W1,raw,0.3070276888026347,1535.1384440131735,0.20854165154143187
SiC,10,W1,raw,0.3080277789941743,1540.1388949708714,0.31704783831985767
SiC,10,W1,raw,0.3090278691857138,1545.139345928569,0.2994918435303547
SiC,10,W1,raw,0.3100279593772533,1550.1397968862666,0.21744472628189518
SiC,10,W1,raw,0.3110280495687928,1555.140247843964,0.11750512725213731
SiC,10,W1,raw,0.31202813976033233,1560.1406988016618,0.17685181576397857
SiC,10,W1,raw,0.3130282299518719,1565.1411497593595,0.39951163166444686
SiC,10,W1,raw,0.3140283201434114,1570.1416007170571,0.39019511922888817
SiC,10,W1,raw,0.31502841033495094,1575.1420516747546,0.36331508920123706
SiC,10,W1,raw,0.31602850052649045,1580.1425026324523,0.4001603354650457
SiC,10,W1,raw,0.31702859071802997,1585.1429535901498,0.34186253352212664
SiC,10,W1,raw,0.31802868090956954,1590.1434045478477,0.20646889986772565
SiC,10,W1,raw,0.31902877110110905,1595.1438555055452,0.016966667383686868
SiC,10,W1,raw,0.32002886129264857,1600.1443064632429,0.19271104773213557
SiC,10,W1,raw,0.3210289514841881,1605.1447574209403,0.12436942554910695
SiC,10,W1,raw,0.3220290416757276,1610.145208378638,0.1494803825377819
SiC,10,W1,raw,0.32302913186726717,1615.145659336336,0.20740539975122366
SiC,10,W1,raw,0.3240292220588067,1620.1461102940334,0.2688065535395529
SiC,10,W1,raw,0.3250293122503462,1625.146561251731,0.3841823644979178
SiC,10,W1,raw,0.3260294024418857,1630.1470122094286,0.33878819343508976
SiC,10,W1,raw,0.32702949263342523,1635.1474631671263,0.19849553332146105
SiC,10,W1,raw,0.3280295828249648,1640.147914124824,0.2743326054911106
SiC,10,W1,raw,0.3290296730165043,1645.1483650825217,0.3217821661504448
SiC,10,W1,raw,0.33002976320804384,1650.1488160402191,0.126546883019948
SiC,10,W1,raw,0.33102985339958335,1655.1492669979168,0.29562435239970797
SiC,10,W1,raw,0.33202994359112287,1660.1497179556143,0.2575592616136697
SiC,10,W1,raw,0.33303003378266244,1665.1501689133122,0.11595903290590462
SiC,10,W1,raw,0.33403012397420195,1670.1506198710097,0.29731907496643645
SiC,10,W1,raw,0.33503021416574147,1675.1510708287074,0.24799001139500876
SiC,10,W1,raw,0.336030304357281,1680.1515217864048,0.15400739755832135
SiC,10,W1,raw,0.3370303945488205,1685.1519727441025,0.30863237018788214
SiC,10,W1,raw,0.33803048474036007,1690.1524237018004,0.27808851674513085
SiC,10,W1,raw,0.3390305749318996,1695.152874659498,0.11611242611123741
SiC,10,W1,raw,0.3400306651234391,1700.1533256171956,0.17250471934588776
SiC,10,W1,raw,0.3410307553149786,1705.153776574893,0.20976420368093143
SiC,10,W1,raw,0.34203084550651813,1710.1542275325908,0.2094245038345744
SiC,10,W1,raw,0.3430309356980577,1715.1546784902885,0.355516831854425
SiC,10,W1,raw,0.3440310258895972,1720.1551294479862,0.6727682724243841
SiC,10,W1,raw,0.34503111608113674,1725.1555804056836,0.6898098523973664
SiC,10,W1,raw,0.34603120627267625,1730.1560313633813,0.20328919874652362
SiC,10,W1,raw,0.34703129646421577,1735.1564823210788,0.3370701823561963
SiC,10,W1,raw,0.34803138665575534,1740.1569332787767,0.39057203611168423
SiC,10,W1,raw,0.34903147684729485,1745.1573842364742,0.3216124866812494
SiC,10,W1,raw,0.35003156703883437,1750.1578351941719,0.1593662340517643
SiC,10,W1,raw,0.3510316572303739,1755.1582861518693,0.14751201808094094
SiC,10,W1,raw,0.35203174742191345,1760.1587371095673,0.05476493164587197
SiC,10,W1,raw,0.35303183761345297,1765.159188067265,0.14097339591049066
SiC,10,W1,raw,0.3540319278049925,1770.1596390249624,0.2157383788705429
SiC,10,W1,raw,0.355032017996532,1775.16008998266,0.34961966706329023
SiC,10,W1,raw,0.3560321081880715,1780.1605409403576,0.43386748589932567
SiC,10,W1,raw,0.3570321983796111,1785.1609918980555,0.18673983674717018
SiC,10,W1,raw,0.3580322885711506,1790.161442855753,0.19543570029007895
SiC,10,W1,raw,0.3590323787626901,1795.1618938134507,0.24300855880244596
SiC,10,W1,raw,0.36003246895422963,1800.1623447711481,0.2718742296327635
SiC,10,W1,raw,0.36103255914576915,1805.1627957288458,0.44852300889565533
SiC,10,W1,raw,0.3620326493373087,1810.1632466865435,0.29816034792858337
SiC,10,W1,raw,0.36303273952884824,1815.1636976442412,0.2663926303240683
SiC,10,W1,raw,0.36403282972038775,1820.1641486019387,0.28293608868821557
SiC,10,W1,raw,0.36503291991192727,1825.1645995596364,0.18144644774132326
SiC,10,W1,raw,0.3660330101034668,1830.1650505173338,0.27509139096449187
SiC,10,W1,raw,0.36703310029500635,1835.1655014750318,0.43811117979708714
SiC,10,W1,raw,0.36803319048654587,1840.1659524327295,0.44584461762589134
