kind,model,window,q_true_um,noise_sd_fraction,baseline_slope_fraction,replicate,phase_rad,q_est_um,status,relative_error,recovery_threshold,pass_recovery,runtime_s,cycles_true,seed
synthetic,B,W1,10.0,0.02,0.0,1,5.439407478739382,3448.9513530082368,OK_CONDITIONAL,343.89513530082365,1.0,False,0.00013729999773204327,2.0,20260907
synthetic,F,W1,10.0,0.02,0.0,1,5.439407478739382,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00016200001118704677,2.0,20260907
synthetic,P,W1,10.0,0.02,0.0,1,5.439407478739382,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022026499995263293,2.0,20260907
synthetic,B,W1,10.0,0.02,0.0,2,0.06702504087740954,2806.5519074845483,OK_CONDITIONAL,279.65519074845486,1.0,False,0.00013259999104775488,2.0,20260907
synthetic,F,W1,10.0,0.02,0.0,2,0.06702504087740954,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00016140000661835074,2.0,20260907
synthetic,P,W1,10.0,0.02,0.0,2,0.06702504087740954,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022122700000181794,2.0,20260907
synthetic,B,W1,10.0,0.02,0.1,1,5.733681690737845,1795.4455687539403,OK_CONDITIONAL,178.54455687539402,1.0,False,0.0001323999895248562,2.0,20260907
synthetic,F,W1,10.0,0.02,0.1,1,5.733681690737845,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00015999999595806003,2.0,20260907
synthetic,P,W1,10.0,0.02,0.1,1,5.733681690737845,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022277000010944903,2.0,20260907
synthetic,B,W1,10.0,0.02,0.1,2,1.3537990015072217,2025.9436197516993,OK_CONDITIONAL,201.59436197516993,1.0,False,0.0001331999956164509,2.0,20260907
synthetic,F,W1,10.0,0.02,0.1,2,1.3537990015072217,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00015930001973174512,2.0,20260907
synthetic,P,W1,10.0,0.02,0.1,2,1.3537990015072217,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022395000007236376,2.0,20260907
synthetic,B,W1,10.0,0.05,0.0,1,3.503035169486422,2960.8783267409967,OK_CONDITIONAL,295.0878326740997,1.0,False,0.00014640000881627202,2.0,20260907
synthetic,F,W1,10.0,0.05,0.0,1,3.503035169486422,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00017339998157694936,2.0,20260907
synthetic,P,W1,10.0,0.05,0.0,1,3.503035169486422,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.023122299986425787,2.0,20260907
synthetic,B,W1,10.0,0.05,0.0,2,2.921600220846169,3051.600666062198,OK_CONDITIONAL,304.1600666062198,1.0,False,0.00015239999629557133,2.0,20260907
synthetic,F,W1,10.0,0.05,0.0,2,2.921600220846169,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.0001750999945215881,2.0,20260907
synthetic,P,W1,10.0,0.05,0.0,2,2.921600220846169,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.021998300013365224,2.0,20260907
synthetic,B,W1,10.0,0.05,0.1,1,6.175533068800277,2426.812553501366,OK_CONDITIONAL,241.6812553501366,1.0,False,0.00016960001084953547,2.0,20260907
synthetic,F,W1,10.0,0.05,0.1,1,6.175533068800277,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00017419998766854405,2.0,20260907
synthetic,P,W1,10.0,0.05,0.1,1,6.175533068800277,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022734600002877414,2.0,20260907
synthetic,B,W1,10.0,0.05,0.1,2,6.249915607528149,2993.9191896716848,OK_CONDITIONAL,298.39191896716846,1.0,False,0.00015159999020397663,2.0,20260907
synthetic,F,W1,10.0,0.05,0.1,2,6.249915607528149,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.00016739999409765005,2.0,20260907
synthetic,P,W1,10.0,0.05,0.1,2,6.249915607528149,10.000901915395268,OK_CONDITIONAL,9.019153952678493e-05,1.0,True,0.022771700023440644,2.0,20260907
synthetic,B,W1,20.0,0.0,0.0,1,1.9878384076407307,20.39737035932892,OK_CONDITIONAL,0.019868517966446043,0.5,True,0.00018119998276233673,4.0,20260907
synthetic,F,W1,20.0,0.0,0.0,1,1.9878384076407307,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00018740000086836517,4.0,20260907
synthetic,P,W1,20.0,0.0,0.0,1,1.9878384076407307,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.02257660002214834,4.0,20260907
synthetic,B,W1,20.0,0.0,0.0,2,1.624649839992246,19.843044400793374,OK_CONDITIONAL,0.00784777996033128,0.5,True,0.00015020000864751637,4.0,20260907
synthetic,F,W1,20.0,0.0,0.0,2,1.624649839992246,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016759999562054873,4.0,20260907
synthetic,P,W1,20.0,0.0,0.0,2,1.624649839992246,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022066500008804724,4.0,20260907
synthetic,B,W1,20.0,0.0,0.1,1,3.253096145307859,20.114041973462264,OK_CONDITIONAL,0.005702098673113198,0.5,True,0.00034149998100474477,4.0,20260907
synthetic,F,W1,20.0,0.0,0.1,1,3.253096145307859,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016719999257475138,4.0,20260907
synthetic,P,W1,20.0,0.0,0.1,1,3.253096145307859,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.02256620000116527,4.0,20260907
synthetic,B,W1,20.0,0.0,0.1,2,5.807142731381134,19.79116452500435,OK_CONDITIONAL,0.010441773749782435,0.5,True,0.00013339999713934958,4.0,20260907
synthetic,F,W1,20.0,0.0,0.1,2,5.807142731381134,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00017169999773614109,4.0,20260907
synthetic,P,W1,20.0,0.0,0.1,2,5.807142731381134,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022607499995501712,4.0,20260907
synthetic,B,W1,20.0,0.02,0.0,1,4.930184969237719,3518.266833810832,OK_CONDITIONAL,174.91334169054159,0.5,False,0.0001399999891873449,4.0,20260907
synthetic,F,W1,20.0,0.02,0.0,1,4.930184969237719,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016269998741336167,4.0,20260907
synthetic,P,W1,20.0,0.02,0.0,1,4.930184969237719,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022335599991492927,4.0,20260907
synthetic,B,W1,20.0,0.02,0.0,2,3.8088937833927012,1329.6075740585668,OK_CONDITIONAL,65.48037870292833,0.5,False,0.0001269000058528036,4.0,20260907
synthetic,F,W1,20.0,0.02,0.0,2,3.8088937833927012,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00015860001440159976,4.0,20260907
synthetic,P,W1,20.0,0.02,0.0,2,3.8088937833927012,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.023051399999530986,4.0,20260907
synthetic,B,W1,20.0,0.02,0.1,1,0.0811438747767567,3359.8855558542737,OK_CONDITIONAL,166.9942777927137,0.5,False,0.0001396999869029969,4.0,20260907
synthetic,F,W1,20.0,0.02,0.1,1,0.0811438747767567,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00017059998936019838,4.0,20260907
synthetic,P,W1,20.0,0.02,0.1,1,0.0811438747767567,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.02265229998738505,4.0,20260907
synthetic,B,W1,20.0,0.02,0.1,2,4.141778686353521,21.033478148906912,OK_CONDITIONAL,0.05167390744534561,0.5,True,0.00013550001312978566,4.0,20260907
synthetic,F,W1,20.0,0.02,0.1,2,4.141778686353521,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016490000416524708,4.0,20260907
synthetic,P,W1,20.0,0.02,0.1,2,4.141778686353521,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022853500006021932,4.0,20260907
synthetic,B,W1,20.0,0.05,0.0,1,0.0238567015882607,2701.75618673969,OK_CONDITIONAL,134.0878093369845,0.5,False,0.00015419998089782894,4.0,20260907
synthetic,F,W1,20.0,0.05,0.0,1,0.0238567015882607,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.0001666999887675047,4.0,20260907
synthetic,P,W1,20.0,0.05,0.0,1,0.0238567015882607,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022848799999337643,4.0,20260907
synthetic,B,W1,20.0,0.05,0.0,2,4.73073690759921,2620.8205466812074,OK_CONDITIONAL,130.04102733406037,0.5,False,0.00013770000077784061,4.0,20260907
synthetic,F,W1,20.0,0.05,0.0,2,4.73073690759921,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016039999900385737,4.0,20260907
synthetic,P,W1,20.0,0.05,0.0,2,4.73073690759921,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.022599799995077774,4.0,20260907
synthetic,B,W1,20.0,0.05,0.1,1,1.5476744323080156,2043.7095451511059,OK_CONDITIONAL,101.18547725755529,0.5,False,0.00015279999934136868,4.0,20260907
synthetic,F,W1,20.0,0.05,0.1,1,1.5476744323080156,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016850000247359276,4.0,20260907
synthetic,P,W1,20.0,0.05,0.1,1,1.5476744323080156,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.02291739999782294,4.0,20260907
synthetic,B,W1,20.0,0.05,0.1,2,0.7155823712834208,3874.8890330246645,OK_CONDITIONAL,192.74445165123322,0.5,False,0.00014960000407882035,4.0,20260907
synthetic,F,W1,20.0,0.05,0.1,2,0.7155823712834208,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.00016830000095069408,4.0,20260907
synthetic,P,W1,20.0,0.05,0.1,2,0.7155823712834208,20.001803830790536,OK_CONDITIONAL,9.019153952678493e-05,0.5,True,0.02255890000378713,4.0,20260907
synthetic,B,W1,40.0,0.0,0.0,1,2.901538621849007,40.19060015790242,OK_CONDITIONAL,0.004765003947560587,0.25,True,0.00015259999781847,8.0,20260907
synthetic,F,W1,40.0,0.0,0.0,1,2.901538621849007,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00017949999892152846,8.0,20260907
synthetic,P,W1,40.0,0.0,0.0,1,2.901538621849007,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.02322100001038052,8.0,20260907
synthetic,B,W1,40.0,0.0,0.0,2,5.898745770906695,40.19060075547639,OK_CONDITIONAL,0.004765018886909722,0.25,True,0.00015470001380890608,8.0,20260907
synthetic,F,W1,40.0,0.0,0.0,2,5.898745770906695,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00016910000704228878,8.0,20260907
synthetic,P,W1,40.0,0.0,0.0,2,5.898745770906695,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.022943799995118752,8.0,20260907
synthetic,B,W1,40.0,0.0,0.1,1,2.953548876783367,39.83229400402042,OK_CONDITIONAL,0.004192649899489531,0.25,True,0.00013869997928850353,8.0,20260907
synthetic,F,W1,40.0,0.0,0.1,1,2.953548876783367,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0001821999903768301,8.0,20260907
synthetic,P,W1,40.0,0.0,0.1,1,2.953548876783367,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.02248499999404885,8.0,20260907
synthetic,B,W1,40.0,0.0,0.1,2,6.216410968075065,39.85702803231558,OK_CONDITIONAL,0.0035742991921104304,0.25,True,0.00014509999891743064,8.0,20260907
synthetic,F,W1,40.0,0.0,0.1,2,6.216410968075065,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0001660000125411898,8.0,20260907
synthetic,P,W1,40.0,0.0,0.1,2,6.216410968075065,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.02312649998930283,8.0,20260907
synthetic,B,W1,40.0,0.02,0.0,1,0.5256998668879765,40.382792637818,OK_CONDITIONAL,0.009569815945449988,0.25,True,0.000145500001963228,8.0,20260907
synthetic,F,W1,40.0,0.02,0.0,1,0.5256998668879765,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0001812000118661672,8.0,20260907
synthetic,P,W1,40.0,0.02,0.0,1,0.5256998668879765,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.023294400016311556,8.0,20260907
synthetic,B,W1,40.0,0.02,0.0,2,5.348127195795873,41.04394508406005,OK_CONDITIONAL,0.026098627101501216,0.25,True,0.00013979998766444623,8.0,20260907
synthetic,F,W1,40.0,0.02,0.0,2,5.348127195795873,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00018079997971653938,8.0,20260907
synthetic,P,W1,40.0,0.02,0.0,2,5.348127195795873,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.02274829999078065,8.0,20260907
synthetic,B,W1,40.0,0.02,0.1,1,1.3733915158881491,40.029290589875764,OK_CONDITIONAL,0.0007322647468940957,0.25,True,0.00013490000856108963,8.0,20260907
synthetic,F,W1,40.0,0.02,0.1,1,1.3733915158881491,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0001635999942664057,8.0,20260907
synthetic,P,W1,40.0,0.02,0.1,1,1.3733915158881491,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.025601200002711266,8.0,20260907
synthetic,B,W1,40.0,0.02,0.1,2,1.648204349814503,40.42809943790564,OK_CONDITIONAL,0.010702485947640917,0.25,True,0.00018840000848285854,8.0,20260907
synthetic,F,W1,40.0,0.02,0.1,2,1.648204349814503,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00019890000112354755,8.0,20260907
synthetic,P,W1,40.0,0.02,0.1,2,1.648204349814503,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0246313999814447,8.0,20260907
synthetic,B,W1,40.0,0.05,0.0,1,5.230230362414887,1404.3984528283083,OK_CONDITIONAL,34.10996132070771,0.25,False,0.00017519999528303742,8.0,20260907
synthetic,F,W1,40.0,0.05,0.0,1,5.230230362414887,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.0001908999984152615,8.0,20260907
synthetic,P,W1,40.0,0.05,0.0,1,5.230230362414887,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.022854100010590628,8.0,20260907
synthetic,B,W1,40.0,0.05,0.0,2,4.814669277870761,2961.2868117919616,OK_CONDITIONAL,73.03217029479904,0.25,False,0.00016759999562054873,8.0,20260907
synthetic,F,W1,40.0,0.05,0.0,2,4.814669277870761,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00017249997472390532,8.0,20260907
synthetic,P,W1,40.0,0.05,0.0,2,4.814669277870761,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.022190599993336946,8.0,20260907
synthetic,B,W1,40.0,0.05,0.1,1,3.334713405661691,2441.0294781602215,OK_CONDITIONAL,60.02573695400554,0.25,False,0.00014210000517778099,8.0,20260907
synthetic,F,W1,40.0,0.05,0.1,1,3.334713405661691,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00016179998056031764,8.0,20260907
synthetic,P,W1,40.0,0.05,0.1,1,3.334713405661691,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.023085699998773634,8.0,20260907
synthetic,B,W1,40.0,0.05,0.1,2,3.2092998601649323,1503.3962553944402,OK_CONDITIONAL,36.58490638486101,0.25,False,0.00014650000957772136,8.0,20260907
synthetic,F,W1,40.0,0.05,0.1,2,3.2092998601649323,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.00018890001229010522,8.0,20260907
synthetic,P,W1,40.0,0.05,0.1,2,3.2092998601649323,40.00360766158107,OK_CONDITIONAL,9.019153952678493e-05,0.25,True,0.022823300008894876,8.0,20260907
synthetic,B,W2,5.0,0.0,0.0,1,4.955337100412057,7.694991640828189,OK_CONDITIONAL,0.5389983281656378,1.6666666666666667,True,0.00014980000560171902,1.2,20260907
synthetic,F,W2,5.0,0.0,0.0,1,4.955337100412057,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.00019600000814534724,1.2,20260907
synthetic,P,W2,5.0,0.0,0.0,1,4.955337100412057,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.024558599980082363,1.2,20260907
synthetic,B,W2,5.0,0.0,0.0,2,5.321585883163892,7.060462482096295,OK_CONDITIONAL,0.41209249641925894,1.6666666666666667,True,0.0001483999949414283,1.2,20260907
synthetic,F,W2,5.0,0.0,0.0,2,5.321585883163892,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.00021510000806301832,1.2,20260907
synthetic,P,W2,5.0,0.0,0.0,2,5.321585883163892,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.024215599987655878,1.2,20260907
synthetic,B,W2,5.0,0.0,0.1,1,0.23862916578784674,5.708937399088016,OK_CONDITIONAL,0.14178747981760315,1.6666666666666667,True,0.00014200000441633165,1.2,20260907
synthetic,F,W2,5.0,0.0,0.1,1,0.23862916578784674,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.00018469998030923307,1.2,20260907
synthetic,P,W2,5.0,0.0,0.1,1,0.23862916578784674,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.02538420000928454,1.2,20260907
synthetic,B,W2,5.0,0.0,0.1,2,5.780779245842142,6.01135793230144,OK_CONDITIONAL,0.20227158646028798,1.6666666666666667,True,0.0001500000071246177,1.2,20260907
synthetic,F,W2,5.0,0.0,0.1,2,5.780779245842142,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.00019309998606331646,1.2,20260907
synthetic,P,W2,5.0,0.0,0.1,2,5.780779245842142,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.02436949999537319,1.2,20260907
synthetic,B,W2,5.0,0.02,0.0,1,4.662573305739126,3329.9124715647044,OK_CONDITIONAL,664.9824943129408,1.6666666666666667,False,0.00018799997633323073,1.2,20260907
synthetic,F,W2,5.0,0.02,0.0,1,4.662573305739126,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.000219000008655712,1.2,20260907
synthetic,P,W2,5.0,0.02,0.0,1,4.662573305739126,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.02482720001717098,1.2,20260907
synthetic,B,W2,5.0,0.02,0.0,2,5.005137078430957,3085.53984533408,OK_CONDITIONAL,616.1079690668159,1.6666666666666667,False,0.00015700000221841037,1.2,20260907
synthetic,F,W2,5.0,0.02,0.0,2,5.005137078430957,8.333408910677107,OK_CONDITIONAL,0.6666817821354215,1.6666666666666667,True,0.00019619998056441545,1.2,20260907
synthetic,P,W2,5.0,0.02,0.0,2,5.005137078430957,,BOUNDARY_SOLUTION,,1.6666666666666667,False,0.02510410000104457,1.2,20260907
