id,family,split,h,hm,pref,expo
S058,Q3-fixed,train,1.1567408894485893,1.0642609610265292,0.9192270107209186,0.9630763367153603
S059,Q4-moving,train,1.0065148393045902,0.9218101027198682,1.086727165242789,0.9905349792451368
S060,Q3-fixed,train,0.9221321185117685,0.9067360641779041,0.9568124324319135,1.015773096416634
S061,Q4-moving,train,0.8606246302530504,0.8082260326809222,1.0987149393328537,1.0451659926266552
S062,Q3-fixed,train,0.9617721020915053,0.9766102448220615,0.9562357974484695,1.030793316005573
S063,Q4-moving,train,1.0774159565069104,0.9437270308198569,1.0526307559939427,1.02116696376064
S064,Q3-fixed,train,0.989721923649951,0.8473769574872212,1.0173966410273911,0.9745328532696812
S065,Q4-moving,train,0.9955263457892646,1.1426813962035438,0.9426066738485208,1.0490199130560514
S066,Q3-fixed,train,1.1078606590086626,1.081815415418934,0.9787789654744743,0.9574741141468376
S067,Q4-moving,train,1.113556334971447,0.9981002267813558,0.9828784229651284,1.0095597068077309
S068,Q3-fixed,train,1.0062970777096019,0.8522039172634708,1.0307984268109787,0.958057439807991
S069,Q4-moving,train,1.1080871613943704,1.169027997870028,0.9088121493209766,1.0483822377843528
S070,Q3-fixed,train,0.826740169707876,0.9029686168557347,0.9528809030234259,1.01454877162854
S071,Q4-moving,train,1.1254790290752104,1.0286417939269936,1.0173715614172363,0.9623387748549086
S072,Q3-fixed,validation,0.914261733893443,1.146720126959552,0.9471467645253755,0.9712867055792774
S073,Q4-moving,validation,1.1766004941140622,1.191985765947123,1.0865656891206819,0.9748759137792634
S074,Q3-fixed,validation,1.1064094647961145,1.1828630870280448,1.0449929078990141,0.9612008890009874
S075,Q4-moving,validation,0.9248180960120298,1.0224635361661902,0.9436197830733696,1.0494681923965814
S076,Q3-fixed,validation,0.8872362595640026,0.9063235300515429,0.9088220288195802,1.024347673497748
S077,Q4-moving,validation,1.07874475087295,1.0391739672546594,0.9097075653714732,0.9550895921220028
S078,Q3-fixed,validation,0.9245865463775992,0.994988129741012,0.9252880078129702,1.0485452256298007
S079,Q4-moving,validation,1.144106283689684,1.130872506952154,0.9448849571624651,1.008214640527557
S080,Q3-fixed,validation,0.8569752712105787,1.1331879940286906,1.090946473566151,0.9909263967426618
S081,Q4-moving,validation,0.8236069282851648,0.8258263351895717,0.9891875356268451,1.0443712742936342
S082,Q3-fixed,validation,1.0337475862251215,0.9369778555060895,0.9846818185597368,1.0059992656028025
S083,Q4-moving,validation,0.9872951940349118,0.8622261495360176,0.9137131150070142,1.023234069228352
S084,Q3-fixed,validation,0.8361211266248779,0.9033826327506096,0.9708787027762857,1.0365427439717874
S085,Q4-moving,validation,0.9629464035138272,1.0740213916598087,0.9022062136896802,1.0100541208898783
S086,Q3-fixed,validation,1.0817444459163987,0.8624186315157766,1.043279641489025,0.977105124565932
S087,Q4-moving,validation,1.158693739318571,1.014095124355194,0.991286416010314,1.0193598389342033
S088,Q3-fixed,test_interpolation,0.9671497548313659,0.9659238560037845,1.0941573820775359,1.0405291176471563
S089,Q4-moving,test_interpolation,1.1097174284587767,0.9534845281891038,0.9150346214045418,1.0317424793721002
S090,Q3-fixed,test_interpolation,0.8579924423453122,1.1465059812436824,0.9523248001758384,1.0327435378992318
S091,Q4-moving,test_interpolation,0.9962985242792348,0.947975965805545,1.0247191401251745,0.9941447084673636
S092,Q3-fixed,test_interpolation,0.9415717539798987,0.9268113727067944,1.0726416263286471,1.0222753693885198
S093,Q4-moving,test_interpolation,0.9834238961528792,0.8987918979912515,1.067860566853192,0.9677063303549988
S094,Q3-fixed,test_interpolation,0.8902000239684469,1.0262701198116688,0.941476062930889,1.0391707820456595
S095,Q4-moving,test_interpolation,0.9222995640627314,0.9855522355364099,1.0078012031355286,0.9790009645135137
S096,Q3-fixed,test_interpolation,0.9859424836462702,1.0277805334934582,1.0623254184707078,1.0304712581863402
S097,Q4-moving,test_interpolation,0.8474812484983224,1.195556955295441,1.0231153002622502,0.9597034352337293
S098,Q3-fixed,test_interpolation,0.9169795722774096,0.9723884921645691,1.089974923240381,0.9701734322755807
S099,Q4-moving,test_interpolation,0.8924631444538796,1.0983101855733144,1.0827090166094016,0.9808330280703852
S100,Q3-fixed,test_interpolation,1.183790002458389,0.8530924001178383,0.9732634648705193,0.9941724349121047
S101,Q4-moving,test_interpolation,0.8934571992220742,0.9197275010527975,0.9305761053798384,0.9902524421534007
S102,Q3-fixed,test_interpolation,1.0980070526460344,1.1472079186422828,0.9046042474554878,0.9659474973046711
S103,Q4-moving,test_interpolation,0.9603837153248095,1.0140537163964594,1.07117645473636,0.9518817157921474
S104,Q3-fixed,test_extrapolation,0.7367185552749481,0.876614334949725,1.049814280729831,0.9871907600329599
S105,Q4-moving,test_extrapolation,0.8853908735997896,1.2863394881909753,1.0220655627951647,0.9983585406820418
S106,Q3-fixed,test_extrapolation,0.8709510858425585,1.136368986953571,0.7111779414805537,0.9694082052624189
S107,Q4-moving,test_extrapolation,0.928059722128402,1.157725890207431,1.0350649202093818,1.2890309291849644
S108,Q3-fixed,test_extrapolation,0.7600576274106787,1.1992076254800161,1.0371546627600512,0.9711545775557241
S109,Q4-moving,test_extrapolation,0.8904118200001672,1.2350028775936863,1.0973431030197303,1.0314529614729886
S110,Q3-fixed,test_extrapolation,0.9048431418841607,0.9361895355598427,0.7269911372955453,0.9874296423887327
S111,Q4-moving,test_extrapolation,1.0119219081205124,1.1487116044862034,1.0542416028102832,1.2307598818961811
S112,Q3-fixed,test_extrapolation,0.7496980949777506,1.0467349778617523,1.0874793919457055,0.9684843142084029
S113,Q4-moving,test_extrapolation,1.0301366058118544,1.230996654980988,1.067080339178377,0.9959324063174602
S114,Q3-fixed,test_extrapolation,0.9442135803309224,0.9109930702285403,0.7376508551421018,0.9580936313761186
S115,Q4-moving,test_extrapolation,0.8559930190001327,0.9300483638230757,1.0604141713760484,1.22154015288613
S116,Q3-fixed,test_extrapolation,0.7079491145857612,0.9700113525147992,0.9156118458775677,0.9730728150138463
S117,Q4-moving,test_extrapolation,1.1891028602907776,1.2442803841675572,0.9850714577544968,1.0389931152590763
S118,Q3-fixed,test_extrapolation,0.8625009170140039,1.0457178574343131,0.7296696885382383,1.0233235335883728
S119,Q4-moving,test_extrapolation,0.8072996531772022,0.877981950608498,0.9036477591327559,1.249511290586747
