series,source_kind,source_row,time_s,time_h,temperature_C
observed,attachment1,105,6180,1.7166666666666666,49.829999999999998
observed,attachment1,106,6240,1.7333333333333334,49.753
observed,attachment1,107,6300,1.75,49.738999999999997
observed,attachment1,108,6360,1.7666666666666666,49.622
observed,attachment1,109,6420,1.7833333333333334,49.549999999999997
observed,attachment1,110,6480,1.8,49.476999999999997
observed,attachment1,111,6540,1.8166666666666667,49.890999999999998
observed,attachment1,112,6600,1.8333333333333333,49.683
observed,attachment1,113,6660,1.8500000000000001,49.569000000000003
observed,attachment1,114,6720,1.8666666666666667,49.633000000000003
observed,attachment1,115,6780,1.8833333333333333,49.780999999999999
observed,attachment1,116,6840,1.8999999999999999,49.591999999999999
observed,attachment1,117,6900,1.9166666666666667,49.941000000000003
observed,attachment1,118,6960,1.9333333333333333,49.902000000000001
observed,attachment1,119,7020,1.95,49.892000000000003
observed,attachment1,120,7080,1.9666666666666666,49.759
observed,attachment1,121,7140,1.9833333333333334,49.865000000000002
observed,attachment1,122,7200,2,49.851999999999997
observed,attachment1,123,7260,2.0166666666666666,49.893000000000001
observed,attachment1,124,7320,2.0333333333333332,49.619
observed,attachment1,125,7380,2.0499999999999998,49.792000000000002
observed,attachment1,126,7440,2.0666666666666669,49.612000000000002
observed,attachment1,127,7500,2.0833333333333335,49.844999999999999
observed,attachment1,128,7560,2.1000000000000001,49.770000000000003
observed,attachment1,129,7620,2.1166666666666667,49.683
observed,attachment1,130,7680,2.1333333333333333,49.668999999999997
observed,attachment1,131,7740,2.1499999999999999,49.915999999999997
observed,attachment1,132,7800,2.1666666666666665,49.713999999999999
observed,attachment1,133,7860,2.1833333333333331,50.094999999999999
observed,attachment1,134,7920,2.2000000000000002,49.929000000000002
observed,attachment1,135,7980,2.2166666666666668,49.817
observed,attachment1,136,8040,2.2333333333333334,49.942999999999998
observed,attachment1,137,8100,2.25,49.664000000000001
observed,attachment1,138,8160,2.2666666666666666,50.134999999999998
observed,attachment1,139,8220,2.2833333333333332,49.902000000000001
observed,attachment1,140,8280,2.2999999999999998,50.055999999999997
observed,attachment1,141,8340,2.3166666666666669,49.710000000000001
observed,attachment1,142,8400,2.3333333333333335,49.914999999999999
observed,attachment1,143,8460,2.3500000000000001,49.920000000000002
observed,attachment1,144,8520,2.3666666666666667,50.146999999999998
observed,attachment1,145,8580,2.3833333333333333,49.966999999999999
observed,attachment1,146,8640,2.3999999999999999,49.920999999999999
observed,attachment1,147,8700,2.4166666666666665,49.820999999999998
observed,attachment1,148,8760,2.4333333333333331,49.856000000000002
observed,attachment1,149,8820,2.4500000000000002,49.953000000000003
observed,attachment1,150,8880,2.4666666666666668,49.914999999999999
observed,attachment1,151,8940,2.4833333333333334,49.707999999999998
observed,attachment1,152,9000,2.5,50.162999999999997
observed,attachment1,153,9060,2.5166666666666666,50.198
observed,attachment1,154,9120,2.5333333333333332,49.82
observed,attachment1,155,9180,2.5499999999999998,50.027000000000001
observed,attachment1,156,9240,2.5666666666666669,49.804000000000002
observed,attachment1,157,9300,2.5833333333333335,50.085999999999999
observed,attachment1,158,9360,2.6000000000000001,49.890999999999998
observed,attachment1,159,9420,2.6166666666666667,50.079999999999998
observed,attachment1,160,9480,2.6333333333333333,50.113
observed,attachment1,161,9540,2.6499999999999999,50.134
observed,attachment1,162,9600,2.6666666666666665,49.804000000000002
observed,attachment1,163,9660,2.6833333333333331,50.207999999999998
observed,attachment1,164,9720,2.7000000000000002,49.865000000000002
observed,attachment1,165,9780,2.7166666666666668,49.768999999999998
observed,attachment1,166,9840,2.7333333333333334,50.027000000000001
observed,attachment1,167,9900,2.75,49.935000000000002
observed,attachment1,168,9960,2.7666666666666666,50.164999999999999
observed,attachment1,169,10020,2.7833333333333332,50.154000000000003
observed,attachment1,170,10080,2.7999999999999998,49.908999999999999
observed,attachment1,171,10140,2.8166666666666669,50.225999999999999
observed,attachment1,172,10200,2.8333333333333335,49.895000000000003
observed,attachment1,173,10260,2.8500000000000001,50.008000000000003
observed,attachment1,174,10320,2.8666666666666667,49.878
observed,attachment1,175,10380,2.8833333333333333,50.218000000000004
observed,attachment1,176,10440,2.8999999999999999,49.832000000000001
observed,attachment1,177,10500,2.9166666666666665,49.771999999999998
observed,attachment1,178,10560,2.9333333333333331,49.968000000000004
observed,attachment1,179,10620,2.9500000000000002,50.246000000000002
observed,attachment1,180,10680,2.9666666666666668,50.195999999999998
observed,attachment1,181,10740,2.9833333333333334,50.124000000000002
observed,attachment1,182,10800,3,50.195
observed,attachment1,183,10860,3.0166666666666666,50.197000000000003
observed,attachment1,184,10920,3.0333333333333332,50.009
observed,attachment1,185,10980,3.0499999999999998,49.908000000000001
observed,attachment1,186,11040,3.0666666666666669,50.136000000000003
observed,attachment1,187,11100,3.0833333333333335,50.081000000000003
observed,attachment1,188,11160,3.1000000000000001,49.936999999999998
observed,attachment1,189,11220,3.1166666666666667,49.796999999999997
observed,attachment1,190,11280,3.1333333333333333,50.122999999999998
observed,attachment1,191,11340,3.1499999999999999,49.881
observed,attachment1,192,11400,3.1666666666666665,50.218000000000004
observed,attachment1,193,11460,3.1833333333333331,49.869999999999997
observed,attachment1,194,11520,3.2000000000000002,49.811
observed,attachment1,195,11580,3.2166666666666668,50.165999999999997
observed,attachment1,196,11640,3.2333333333333334,49.826999999999998
observed,attachment1,197,11700,3.25,49.840000000000003
observed,attachment1,198,11760,3.2666666666666666,50.049999999999997
observed,attachment1,199,11820,3.2833333333333332,50.186999999999998
observed,attachment1,200,11880,3.2999999999999998,49.847999999999999
observed,attachment1,201,11940,3.3166666666666669,49.905000000000001
observed,attachment1,202,12000,3.3333333333333335,50.139000000000003
observed,attachment1,203,12060,3.3500000000000001,50.235999999999997
observed,attachment1,204,12120,3.3666666666666667,50
observed,attachment1,205,12180,3.3833333333333333,49.822000000000003
observed,attachment1,206,12240,3.3999999999999999,49.756999999999998
observed,attachment1,207,12300,3.4166666666666665,49.865000000000002
observed,attachment1,208,12360,3.4333333333333331,49.816000000000003
observed,attachment1,209,12420,3.4500000000000002,50.088999999999999
observed,attachment1,210,12480,3.4666666666666668,49.811
observed,attachment1,211,12540,3.4833333333333334,50.003
observed,attachment1,212,12600,3.5,50.097000000000001
observed,attachment1,213,12660,3.5166666666666666,50.040999999999997
observed,attachment1,214,12720,3.5333333333333332,49.850000000000001
observed,attachment1,215,12780,3.5499999999999998,50.152000000000001
observed,attachment1,216,12840,3.5666666666666669,50.107999999999997
observed,attachment1,217,12900,3.5833333333333335,50.119
observed,attachment1,218,12960,3.6000000000000001,49.816000000000003
observed,attachment1,219,13020,3.6166666666666667,49.811999999999998
observed,attachment1,220,13080,3.6333333333333333,50.213999999999999
observed,attachment1,221,13140,3.6499999999999999,49.948999999999998
observed,attachment1,222,13200,3.6666666666666665,49.899999999999999
observed,attachment1,223,13260,3.6833333333333331,49.994
observed,attachment1,224,13320,3.7000000000000002,50.081000000000003
observed,attachment1,225,13380,3.7166666666666668,50.228000000000002
observed,attachment1,226,13440,3.7333333333333334,49.893000000000001
observed,attachment1,227,13500,3.75,50.212000000000003
observed,attachment1,228,13560,3.7666666666666666,49.762
observed,attachment1,229,13620,3.7833333333333332,50.027999999999999
observed,attachment1,230,13680,3.7999999999999998,50.067
observed,attachment1,231,13740,3.8166666666666669,49.802999999999997
observed,attachment1,232,13800,3.8333333333333335,49.82
observed,attachment1,233,13860,3.8500000000000001,49.960000000000001
observed,attachment1,234,13920,3.8666666666666667,50.232999999999997
observed,attachment1,235,13980,3.8833333333333333,50.048000000000002
observed,attachment1,236,14040,3.8999999999999999,50.216999999999999
observed,attachment1,237,14100,3.9166666666666665,50.152000000000001
observed,attachment1,238,14160,3.9333333333333331,49.984000000000002
observed,attachment1,239,14220,3.9500000000000002,50.142000000000003
observed,attachment1,240,14280,3.9666666666666668,49.759
observed,attachment1,241,14340,3.9833333333333334,49.805
observed,attachment1,242,14400,4,50.164999999999999
extension,frozen_tail_extension,,14400,4,50.164999999999999
extension,frozen_tail_extension,,28800,8,50.164999999999999
