file,material,angle_deg,data_row_1based,reason,sigma_cm_inv,R_percent
附件2.xlsx,SiC,15,952,R_GT_100,858.1677,102.5564143
附件2.xlsx,SiC,15,953,R_GT_100,858.6498,102.5585146
附件2.xlsx,SiC,15,954,R_GT_100,859.132,102.5688827
附件2.xlsx,SiC,15,955,R_GT_100,859.614,102.5571229
附件2.xlsx,SiC,15,956,R_GT_100,860.0962,102.5766213
附件2.xlsx,SiC,15,957,R_GT_100,860.5782,102.5898906
附件2.xlsx,SiC,15,958,R_GT_100,861.0604,102.597592
附件2.xlsx,SiC,15,959,R_GT_100,861.5425,102.6024672
附件2.xlsx,SiC,15,960,R_GT_100,862.0247,102.5964241
附件2.xlsx,SiC,15,961,R_GT_100,862.5067,102.6117072
附件2.xlsx,SiC,15,962,R_GT_100,862.9889,102.630978
附件2.xlsx,SiC,15,963,R_GT_100,863.4709,102.6133761
附件2.xlsx,SiC,15,964,R_GT_100,863.9531,102.6252538
附件2.xlsx,SiC,15,965,R_GT_100,864.4352,102.6248734
附件2.xlsx,SiC,15,966,R_GT_100,864.9174,102.6060746
附件2.xlsx,SiC,15,967,R_GT_100,865.3994,102.5921749
附件2.xlsx,SiC,15,968,R_GT_100,865.8816,102.5961248
附件2.xlsx,SiC,15,969,R_GT_100,866.3636,102.5973379
附件2.xlsx,SiC,15,970,R_GT_100,866.8458,102.5926271
附件2.xlsx,SiC,15,971,R_GT_100,867.3279,102.576321
附件2.xlsx,SiC,15,972,R_GT_100,867.8101,102.5526408
附件2.xlsx,SiC,15,973,R_GT_100,868.2921,102.5640502
附件2.xlsx,SiC,15,974,R_GT_100,868.7743,102.5392472
附件2.xlsx,SiC,15,975,R_GT_100,869.2563,102.5323585
附件2.xlsx,SiC,15,976,R_GT_100,869.7385,102.5217576
附件2.xlsx,SiC,15,977,R_GT_100,870.2206,102.5219775
附件2.xlsx,SiC,15,978,R_GT_100,870.7028,102.5154424
附件2.xlsx,SiC,15,979,R_GT_100,871.1848,102.4921585
附件2.xlsx,SiC,15,980,R_GT_100,871.667,102.5313363
附件2.xlsx,SiC,15,981,R_GT_100,872.149,102.5107604
附件2.xlsx,SiC,15,982,R_GT_100,872.6312,102.512454
附件2.xlsx,SiC,15,983,R_GT_100,873.1133,102.5276335
附件2.xlsx,SiC,15,984,R_GT_100,873.5955,102.5140769
附件2.xlsx,SiC,15,985,R_GT_100,874.0775,102.521976
附件2.xlsx,SiC,15,986,R_GT_100,874.5597,102.4816837
附件2.xlsx,SiC,15,987,R_GT_100,875.0417,102.5127646
附件2.xlsx,SiC,15,988,R_GT_100,875.5239,102.505112
附件2.xlsx,SiC,15,989,R_GT_100,876.006,102.4930759
附件2.xlsx,SiC,15,990,R_GT_100,876.4882,102.4948401
附件2.xlsx,SiC,15,991,R_GT_100,876.9702,102.4941274
附件2.xlsx,SiC,15,992,R_GT_100,877.4524,102.4790139
附件2.xlsx,SiC,15,993,R_GT_100,877.9344,102.4885511
附件2.xlsx,SiC,15,994,R_GT_100,878.4166,102.4855374
附件2.xlsx,SiC,15,995,R_GT_100,878.8987,102.4927731
附件2.xlsx,SiC,15,996,R_GT_100,879.3809,102.4807516
附件2.xlsx,SiC,15,997,R_GT_100,879.8629,102.4914104
附件2.xlsx,SiC,15,998,R_GT_100,880.3451,102.4657164
附件2.xlsx,SiC,15,999,R_GT_100,880.8271,102.4533962
附件2.xlsx,SiC,15,1000,R_GT_100,881.3093,102.4605341
附件2.xlsx,SiC,15,1001,R_GT_100,881.7914,102.4661478
附件2.xlsx,SiC,15,1002,R_GT_100,882.2736,102.4240146
附件2.xlsx,SiC,15,1003,R_GT_100,882.7556,102.4078119
附件2.xlsx,SiC,15,1004,R_GT_100,883.2378,102.3887955
附件2.xlsx,SiC,15,1005,R_GT_100,883.7198,102.3868827
附件2.xlsx,SiC,15,1006,R_GT_100,884.202,102.3510613
附件2.xlsx,SiC,15,1007,R_GT_100,884.6841,102.3408021
附件2.xlsx,SiC,15,1008,R_GT_100,885.1663,102.312238
附件2.xlsx,SiC,15,1009,R_GT_100,885.6483,102.2961511
附件2.xlsx,SiC,15,1010,R_GT_100,886.1305,102.2937683
附件2.xlsx,SiC,15,1011,R_GT_100,886.6125,102.2683062
附件2.xlsx,SiC,15,1012,R_GT_100,887.0947,102.2594039
附件2.xlsx,SiC,15,1013,R_GT_100,887.5768,102.2173021
附件2.xlsx,SiC,15,1014,R_GT_100,888.059,102.21962
附件2.xlsx,SiC,15,1015,R_GT_100,888.541,102.2184949
附件2.xlsx,SiC,15,1016,R_GT_100,889.0232,102.1957341
附件2.xlsx,SiC,15,1017,R_GT_100,889.5052,102.1724474
附件2.xlsx,SiC,15,1018,R_GT_100,889.9874,102.1632454
附件2.xlsx,SiC,15,1019,R_GT_100,890.4695,102.13893
附件2.xlsx,SiC,15,1020,R_GT_100,890.9517,102.1173285
附件2.xlsx,SiC,15,1021,R_GT_100,891.4337,102.1137053
附件2.xlsx,SiC,15,1022,R_GT_100,891.9159,102.0766276
附件2.xlsx,SiC,15,1023,R_GT_100,892.3979,102.0730385
附件2.xlsx,SiC,15,1024,R_GT_100,892.8801,102.0231194
附件2.xlsx,SiC,15,1025,R_GT_100,893.3622,102.0217729
附件2.xlsx,SiC,15,1026,R_GT_100,893.8444,102.0024885
附件2.xlsx,SiC,15,1027,R_GT_100,894.3264,101.9903823
附件2.xlsx,SiC,15,1028,R_GT_100,894.8086,101.9625754
附件2.xlsx,SiC,15,1029,R_GT_100,895.2906,101.953099
附件2.xlsx,SiC,15,1030,R_GT_100,895.7728,101.9218581
附件2.xlsx,SiC,15,1031,R_GT_100,896.2549,101.9138569
附件2.xlsx,SiC,15,1032,R_GT_100,896.7371,101.9048203
附件2.xlsx,SiC,15,1033,R_GT_100,897.2191,101.8738751
附件2.xlsx,SiC,15,1034,R_GT_100,897.7013,101.850664
附件2.xlsx,SiC,15,1035,R_GT_100,898.1833,101.8161132
附件2.xlsx,SiC,15,1036,R_GT_100,898.6655,101.7879421
附件2.xlsx,SiC,15,1037,R_GT_100,899.1476,101.7771217
附件2.xlsx,SiC,15,1038,R_GT_100,899.6298,101.7325334
附件2.xlsx,SiC,15,1039,R_GT_100,900.1118,101.7295593
附件2.xlsx,SiC,15,1040,R_GT_100,900.594,101.6852902
附件2.xlsx,SiC,15,1041,R_GT_100,901.076,101.6704837
附件2.xlsx,SiC,15,1042,R_GT_100,901.5582,101.6642556
附件2.xlsx,SiC,15,1043,R_GT_100,902.0403,101.6471716
附件2.xlsx,SiC,15,1044,R_GT_100,902.5225,101.6258941
附件2.xlsx,SiC,15,1045,R_GT_100,903.0045,101.6314966
附件2.xlsx,SiC,15,1046,R_GT_100,903.4867,101.6046151
附件2.xlsx,SiC,15,1047,R_GT_100,903.9688,101.595971
附件2.xlsx,SiC,15,1048,R_GT_100,904.4509,101.5748809
附件2.xlsx,SiC,15,1049,R_GT_100,904.933,101.5751221
附件2.xlsx,SiC,15,1050,R_GT_100,905.4152,101.545102
附件2.xlsx,SiC,15,1051,R_GT_100,905.8972,101.543689
附件2.xlsx,SiC,15,1052,R_GT_100,906.3794,101.5266206
附件2.xlsx,SiC,15,1053,R_GT_100,906.8615,101.515876
附件2.xlsx,SiC,15,1054,R_GT_100,907.3436,101.4808487
附件2.xlsx,SiC,15,1055,R_GT_100,907.8257,101.4689774
附件2.xlsx,SiC,15,1056,R_GT_100,908.3079,101.4379443
附件2.xlsx,SiC,15,1057,R_GT_100,908.7899,101.4280591
附件2.xlsx,SiC,15,1058,R_GT_100,909.2721,101.4052685
附件2.xlsx,SiC,15,1059,R_GT_100,909.7542,101.3744017
附件2.xlsx,SiC,15,1060,R_GT_100,910.2363,101.3877146
附件2.xlsx,SiC,15,1061,R_GT_100,910.7184,101.3497988
附件2.xlsx,SiC,15,1062,R_GT_100,911.2006,101.3369971
附件2.xlsx,SiC,15,1063,R_GT_100,911.6826,101.3103572
附件2.xlsx,SiC,15,1064,R_GT_100,912.1647,101.3142964
附件2.xlsx,SiC,15,1065,R_GT_100,912.6469,101.2743294
附件2.xlsx,SiC,15,1066,R_GT_100,913.129,101.2557764
附件2.xlsx,SiC,15,1067,R_GT_100,913.6111,101.2286686
附件2.xlsx,SiC,15,1068,R_GT_100,914.0932,101.2250418
附件2.xlsx,SiC,15,1069,R_GT_100,914.5753,101.2012727
附件2.xlsx,SiC,15,1070,R_GT_100,915.0574,101.169686
附件2.xlsx,SiC,15,1071,R_GT_100,915.5396,101.1612703
附件2.xlsx,SiC,15,1072,R_GT_100,916.0217,101.1158163
附件2.xlsx,SiC,15,1073,R_GT_100,916.5038,101.0638971
附件2.xlsx,SiC,15,1074,R_GT_100,916.9859,101.0405634
附件2.xlsx,SiC,15,1075,R_GT_100,917.468,101.0163334
附件2.xlsx,SiC,15,1076,R_GT_100,917.9501,100.9542444
附件2.xlsx,SiC,15,1077,R_GT_100,918.4323,100.9300867
附件2.xlsx,SiC,15,1078,R_GT_100,918.9144,100.8857702
附件2.xlsx,SiC,15,1079,R_GT_100,919.3965,100.8799158
附件2.xlsx,SiC,15,1080,R_GT_100,919.8786,100.8162322
附件2.xlsx,SiC,15,1081,R_GT_100,920.3607,100.7978287
附件2.xlsx,SiC,15,1082,R_GT_100,920.8428,100.7632353
附件2.xlsx,SiC,15,1083,R_GT_100,921.325,100.7208821
附件2.xlsx,SiC,15,1084,R_GT_100,921.8071,100.6816772
附件2.xlsx,SiC,15,1085,R_GT_100,922.2892,100.6511997
附件2.xlsx,SiC,15,1086,R_GT_100,922.7713,100.5806148
附件2.xlsx,SiC,15,1087,R_GT_100,923.2534,100.5445905
附件2.xlsx,SiC,15,1088,R_GT_100,923.7355,100.4842071
附件2.xlsx,SiC,15,1089,R_GT_100,924.2177,100.4557016
附件2.xlsx,SiC,15,1090,R_GT_100,924.6998,100.4008665
附件2.xlsx,SiC,15,1091,R_GT_100,925.1819,100.3219458
附件2.xlsx,SiC,15,1092,R_GT_100,925.664,100.2504994
附件2.xlsx,SiC,15,1093,R_GT_100,926.1461,100.1968985
附件2.xlsx,SiC,15,1094,R_GT_100,926.6282,100.1160369
附件2.xlsx,SiC,15,1095,R_GT_100,927.1104,100.0619838
附件3.xlsx,Si,10,1,FIRST_ROW_ZERO,399.6747,0.0
附件4.xlsx,Si,15,1,FIRST_ROW_ZERO,399.6747,0.0
